"location_id","year_id","mean","sex_id","age_group_id","mean_maize.csv","mean_rice.csv","mean_wheat_edited.csv"
11,2004,2.15387939466075,2,4,0,0,1
11,2005,2.9694836562772,1,4,0,0,1
11,2005,4.11473743069852,3,2,0,0,1
11,2005,2.84862561328364,2,3,0,0,1
11,2005,4.30561512099348,1,3,0,0,1
11,2005,5.05808748489613,1,2,0,0,1
11,2005,2.13310891074856,2,4,0,0,1
11,2005,2.56078042083241,3,4,0,0,1
11,2005,3.59475505895234,3,3,0,0,1
11,2005,3.12083309054804,2,2,0,0,1
11,2006,4.30795153618968,1,3,0,0,1
11,2006,3.15402975629179,2,2,0,0,1
11,2006,4.12505066128815,3,2,0,0,1
11,2006,2.88489548441373,2,3,0,0,1
11,2006,3.61385685708679,3,3,0,0,1
11,2006,5.04624043407557,1,2,0,0,1
11,2006,2.57044453013785,3,4,0,0,1
11,2006,2.96670989734216,1,4,0,0,1
11,2006,2.15545300103654,2,4,0,0,1
11,2007,4.31029689137813,1,3,0,0,1
11,2007,3.18758428390028,2,2,0,0,1
11,2007,4.13539661871323,3,2,0,0,1
11,2007,2.92163145832538,2,3,0,0,1
11,2007,3.63306573009944,3,3,0,0,1
11,2007,5.03443080360995,1,2,0,0,1
11,2007,2.58014653660119,3,4,0,0,1
11,2007,2.96394133548047,1,4,0,0,1
11,2007,2.17803266698566,2,4,0,0,1
11,2008,4.31265117728622,1,3,0,0,1
11,2008,3.22150058038744,2,2,0,0,1
11,2008,4.14577540580922,3,2,0,0,1
11,2008,2.95883958085348,2,3,0,0,1
11,2008,3.65238229563626,3,3,0,0,1
11,2008,5.022658427928,1,2,0,0,1
11,2008,2.58988659094024,3,4,0,0,1
11,2008,2.96117795991285,1,4,0,0,1
11,2008,2.20085040688086,2,4,0,0,1
11,2009,4.3150143849115,1,3,0,0,1
11,2009,3.25578259595887,2,2,0,0,1
11,2009,4.15618712585219,3,2,0,0,1
11,2009,2.99652597704224,2,3,0,0,1
11,2009,3.67180717507247,3,3,0,0,1
11,2009,5.01092314265556,1,2,0,0,1
11,2009,2.59966484449655,3,4,0,0,1
11,2009,2.95841975993701,1,4,0,0,1
11,2009,2.22390874564926,2,4,0,0,1
11,2010,2.60948144923808,3,4,0,0,1
11,2010,3.29043432449537,2,2,0,0,1
11,2010,2.95566672492748,1,4,0,0,1
11,2010,4.99922478460414,1,2,0,0,1
11,2010,3.03469685219483,2,3,0,0,1
11,2010,2.24721023514584,2,4,0,0,1
11,2010,4.31738650552043,1,3,0,0,1
11,2010,4.16663188256054,3,2,0,0,1
11,2010,3.69134099353608,3,3,0,0,1
11,2011,4.26760977725682,1,3,0,0,1
11,2011,3.28553476798285,2,2,0,0,1
11,2011,4.12594328407193,3,2,0,0,1
11,2011,3.03411832791311,2,3,0,0,1
11,2011,3.66592420971565,3,3,0,0,1
11,2011,4.9234702368893,1,2,0,0,1
11,2011,2.60508784534477,3,4,0,0,1
11,2011,2.94502856583222,1,4,0,0,1
11,2011,2.24924069176977,2,4,0,0,1
11,2012,4.21840982801276,1,3,0,0,1
11,2012,3.28064328508899,2,2,0,0,1
11,2012,4.08565358278314,3,2,0,0,1
11,2012,3.03354066620667,2,3,0,0,1
11,2012,3.64068389892145,3,3,0,0,1
11,2012,4.8488665275192,1,2,0,0,1
11,2012,2.60070239253014,3,4,0,0,1
11,2012,2.93443050631469,1,4,0,0,1
11,2012,2.25127329426308,2,4,0,0,1
11,2013,4.16977994291122,1,3,0,0,1
11,2013,3.27575986197974,2,2,0,0,1
11,2013,4.045758854032,3,2,0,0,1
11,2013,3.03296386742629,2,3,0,0,1
11,2013,3.61561882691258,3,3,0,0,1
11,2013,4.77539613143605,1,2,0,0,1
11,2013,2.59632507487152,3,4,0,0,1
11,2013,2.92387238927595,1,4,0,0,1
11,2013,2.253308045176,2,4,0,0,1
11,2014,4.12171348559856,1,3,0,0,1
11,2014,3.27088448484603,2,2,0,0,1
11,2014,4.00625521189754,3,2,0,0,1
11,2014,3.03238793192475,2,3,0,0,1
11,2014,3.59072776813661,3,3,0,0,1
11,2014,4.70304179106204,1,2,0,0,1
11,2014,2.59195587648067,3,4,0,0,1
11,2014,2.91335405825521,1,4,0,0,1
11,2014,2.2553449470624,2,4,0,0,1
11,2015,4.07420389732235,1,3,0,0,1
11,2015,3.26601713990371,2,2,0,0,1
11,2015,3.96713880881646,3,2,0,0,1
11,2015,3.03181286005694,2,3,0,0,1
11,2015,3.56600950566805,3,3,0,0,1
11,2015,4.63178651220804,1,2,0,0,1
11,2015,2.5875947815037,3,4,0,0,1
11,2015,2.90287535742708,1,4,0,0,1
11,2015,2.25738400247973,2,4,0,0,1
11,2016,4.0272446960201,1,3,0,0,1
11,2016,3.2611578133935,2,2,0,0,1
11,2016,3.92840583520329,3,2,0,0,1
11,2016,3.03123865217973,2,3,0,0,1
11,2016,3.54146283114727,3,3,0,0,1
11,2016,4.56161356004497,1,2,0,0,1
11,2016,2.58324177412096,3,4,0,0,1
11,2016,2.89243613159891,1,4,0,0,1
11,2016,2.25942521398907,2,4,0,0,1
11,2017,2.57889683854698,3,4,0,0,1
11,2017,3.25630649158097,2,2,0,0,1
11,2017,3.51708654471983,3,3,0,0,1
11,2017,2.26146858415511,2,4,0,0,1
11,2017,2.88203622620814,1,4,0,0,1
11,2017,3.03066530865211,2,3,0,0,1
11,2017,3.8900525190744,3,2,0,0,1
11,2017,3.98082947541878,1,3,0,0,1
11,2017,4.49250645513698,1,2,0,0,1
130,1990,10.3214104010729,2,2,0,0,0
130,1990,4.90684324913915,3,4,0,0,0
130,1990,8.45556231253956,1,2,0,0,0
130,1990,6.87046918711569,1,3,0,0,0
130,1990,4.48110163211496,1,4,0,0,0
130,1990,8.3542545578183,2,3,0,0,0
130,1990,5.35059480859133,2,4,0,0,0
130,1990,9.36722063221693,3,2,0,0,0
130,1990,7.59617296043949,3,3,0,0,0
130,1991,4.866020904268,3,4,0,0,0
130,1991,6.68656091080291,1,3,0,0,0
130,1991,10.046165027966,2,2,0,0,0
130,1991,9.10467985975858,3,2,0,0,0
130,1991,8.17059480428593,2,3,0,0,0
130,1991,4.42860953896958,1,4,0,0,0
130,1991,5.32183773434621,2,4,0,0,0
130,1991,7.41244846568143,3,3,0,0,0
130,1991,8.2051056721302,1,2,0,0,0
130,1992,4.82553896916616,3,4,0,0,0
130,1992,6.50757638971158,1,3,0,0,0
130,1992,9.77826476991626,2,2,0,0,0
130,1992,8.84949939487629,3,2,0,0,0
130,1992,7.9909759263427,2,3,0,0,0
130,1992,4.37673361293485,1,4,0,0,0
130,1992,5.2932359340599,2,4,0,0,0
130,1992,7.23316909671519,3,3,0,0,0
130,1992,7.96206895921465,1,2,0,0,0
130,1993,4.78539459864102,3,4,0,0,0
130,1993,6.33338377628576,1,3,0,0,0
130,1993,9.5175134841846,2,2,0,0,0
130,1993,8.60147283894569,3,2,0,0,0
130,1993,7.81530894417056,2,3,0,0,0
130,1993,4.32546660578638,1,4,0,0,0
130,1993,5.26478856551613,2,4,0,0,0
130,1993,7.05822727007978,3,3,0,0,0
130,1993,7.72623231519687,1,2,0,0,0
130,1994,4.74558497133545,3,4,0,0,0
130,1994,6.16385475422224,1,3,0,0,0
130,1994,9.26372026932783,2,2,0,0,0
130,1994,8.36039958266663,3,2,0,0,0
130,1994,7.64350683888244,2,3,0,0,0
130,1994,4.27480135475339,1,4,0,0,0
130,1994,5.23649479108739,2,4,0,0,0
130,1994,6.88751800697777,3,3,0,0,0
130,1994,7.49738239721984,1,2,0,0,0
130,1995,8.12608464363631,3,2,0,0,0
130,1995,9.01669932504786,2,2,0,0,0
130,1995,4.22473078150893,1,4,0,0,0
130,1995,4.70610728952764,3,4,0,0,0
130,1995,7.27531218503092,1,2,0,0,0
130,1995,5.99886444387565,1,3,0,0,0
130,1995,7.47548450927188,2,3,0,0,0
130,1995,6.72093887019361,3,3,0,0,0
130,1995,5.20835377770983,2,4,0,0,0
130,1996,4.53996173884427,3,4,0,0,0
130,1996,5.71567962155351,1,3,0,0,0
130,1996,8.53119156581617,2,2,0,0,0
130,1996,7.69502044205499,3,2,0,0,0
130,1996,7.10844402720402,2,3,0,0,0
130,1996,4.07992190610139,1,4,0,0,0
130,1996,5.01999784929781,2,4,0,0,0
130,1996,6.3967357712897,3,3,0,0,0
130,1996,6.89627416341404,1,2,0,0,0
130,1997,4.37968252818295,3,4,0,0,0
130,1997,5.44586419223422,1,3,0,0,0
130,1997,8.07182719787411,2,2,0,0,0
130,1997,7.28682405799548,3,2,0,0,0
130,1997,6.75942604313626,2,3,0,0,0
130,1997,3.94007726660308,1,4,0,0,0
130,1997,4.83845455430118,2,4,0,0,0
130,1997,6.08817269992276,3,3,0,0,0
130,1997,6.53698494858287,1,2,0,0,0
130,1998,4.22506250134349,3,4,0,0,0
130,1998,5.188786916138,1,3,0,0,0
130,1998,7.63719840885532,2,2,0,0,0
130,1998,6.90028229940444,3,2,0,0,0
130,1998,6.42754555838702,2,3,0,0,0
130,1998,3.8050266590834,1,4,0,0,0
130,1998,4.6634774545046,2,4,0,0,0
130,1998,5.79449510088757,3,3,0,0,0
130,1998,6.19641551592233,1,2,0,0,0
130,1999,4.07590181825565,3,4,0,0,0
130,1999,4.94384636047751,1,3,0,0,0
130,1999,7.22597319956767,2,2,0,0,0
130,1999,6.53424634021211,3,2,0,0,0
130,1999,6.11196103501414,2,3,0,0,0
130,1999,3.67460571602034,1,4,0,0,0
130,1999,4.49482902746178,2,4,0,0,0
130,1999,5.51498482537599,3,3,0,0,0
130,1999,5.87359046212054,1,2,0,0,0
130,2000,4.33228034389297,2,4,1,0,1
130,2000,6.18762830521823,3,2,1,0,1
130,2000,5.56758521085259,1,2,1,0,1
130,2000,5.81187226140073,2,3,1,0,1
130,2000,3.54865570613926,1,4,1,0,1
130,2000,4.71046949184481,1,3,1,0,1
130,2000,3.93200769656386,3,4,1,0,1
130,2000,5.24895837427704,3,3,1,0,1
130,2000,6.83689130116047,2,2,1,0,1
130,2001,3.87314183535785,3,4,1,0,1
