"location_id","year_id","mean","sex_id","age_group_id","mean_maize.csv","mean_rice.csv","mean_wheat_edited.csv"
102,1990,2.5872678842071,1,2,1,1,1
102,1990,2.38583683044715,1,3,1,1,1
102,1990,2.01594144458213,1,4,1,1,1
102,1990,3.26722173998966,2,2,1,1,1
102,1990,2.99720465679292,2,3,1,1,1
102,1990,2.54071326957604,2,4,1,1,1
102,1990,2.27225364567702,3,4,1,1,1
102,1990,2.91925869045726,3,2,1,1,1
102,1990,2.68442321073493,3,3,1,1,1
102,1991,2.38239249676701,1,3,1,1,1
102,1991,3.2161195895168,2,2,1,1,1
102,1991,2.88884907107705,3,2,1,1,1
102,1991,2.95687768344276,2,3,1,1,1
102,1991,2.66316833381869,3,3,1,1,1
102,1991,2.57620557734724,1,2,1,1,1
102,1991,2.26933660488509,3,4,1,1,1
102,1991,2.02877307059353,1,4,1,1,1
102,1991,2.52082599754741,2,4,1,1,1
102,1992,2.37895420767029,1,3,1,1,1
102,1992,3.16581773440656,2,2,1,1,1
102,1992,2.85875695213495,3,2,1,1,1
102,1992,2.91709432386677,2,3,1,1,1
102,1992,2.64208246051571,3,3,1,1,1
102,1992,2.56519171644269,1,2,1,1,1
102,1992,2.26642391462808,3,4,1,1,1
102,1992,2.0416876487906,1,4,1,1,1
102,1992,2.50109526162849,2,4,1,1,1
102,1993,2.37552194916522,1,3,1,1,1
102,1993,3.11630362470478,2,2,1,1,1
102,1993,2.82897900976907,3,2,1,1,1
102,1993,2.87784723554584,2,3,1,1,1
102,1993,2.62116424011079,3,3,1,1,1
102,1993,2.55422608253532,1,2,1,1,1
102,1993,2.26351556607841,3,4,1,1,1
102,1993,2.05468572067096,1,4,1,1,1
102,1993,2.48151982193913,2,4,1,1,1
102,1994,2.37209570732794,1,3,1,1,1
102,1994,3.06756490754546,2,2,1,1,1
102,1994,2.79951195503581,3,2,1,1,1
102,1994,2.83912917534753,2,3,1,1,1
102,1994,2.60041233276183,3,3,1,1,1
102,1994,2.54330845772684,1,2,1,1,1
102,1994,2.26061155044449,3,4,1,1,1
102,1994,2.06776783132021,1,4,1,1,1
102,1994,2.46209844849531,2,4,1,1,1
102,1995,2.25771185897047,3,4,1,1,1
102,1995,2.80093299817759,2,3,1,1,1
102,1995,2.77035253354119,3,2,1,1,1
102,1995,3.01958942405068,2,2,1,1,1
102,1995,2.36867546830183,1,3,1,1,1
102,1995,2.08093452943608,1,4,1,1,1
102,1995,2.53243862517281,1,2,1,1,1
102,1995,2.44282992112929,2,4,1,1,1
102,1995,2.57982540941126,3,3,1,1,1
102,1996,2.30325748690837,1,3,1,1,1
102,1996,2.95519382012058,2,2,1,1,1
102,1996,2.70647694287714,3,2,1,1,1
102,1996,2.73416324870651,2,3,1,1,1
102,1996,2.5137759104979,3,3,1,1,1
102,1996,2.46900044389028,1,2,1,1,1
102,1996,2.15694330080025,3,4,1,1,1
102,1996,1.98762617951363,1,4,1,1,1
102,1996,2.33421703731667,2,4,1,1,1
102,1997,2.23971204670544,1,3,1,1,1
102,1997,2.89225503141451,2,2,1,1,1
102,1997,2.64414715694401,3,2,1,1,1
102,1997,2.66907248977695,2,3,1,1,1
102,1997,2.44949408221973,3,3,1,1,1
102,1997,2.40721339335727,1,2,1,1,1
102,1997,2.06076695344704,3,4,1,1,1
102,1997,1.89857866981718,1,4,1,1,1
102,1997,2.23054755039989,2,4,1,1,1
102,1998,2.17798374698983,1,3,1,1,1
102,1998,2.83073849981555,2,2,1,1,1
102,1998,2.58332417689663,3,2,1,1,1
102,1998,2.60561663073675,2,3,1,1,1
102,1998,2.38693076720612,3,3,1,1,1
102,1998,2.34703296192163,1,2,1,1,1
102,1998,1.96896939458939,3,4,1,1,1
102,1998,1.81359399809925,1,4,1,1,1
102,1998,2.13159153564638,2,4,1,1,1
102,1999,2.11801887798817,1,3,1,1,1
102,1999,2.77061052312343,2,2,1,1,1
102,1999,2.52397002602752,3,2,1,1,1
102,1999,2.5437527848729,2,3,1,1,1
102,1999,2.32603822389929,3,3,1,1,1
102,1999,2.2884158781966,1,2,1,1,1
102,1999,1.88134730864603,3,4,1,1,1
102,1999,1.73248352074719,1,4,1,1,1
102,1999,2.03712998480396,2,4,1,1,1
102,2000,2.46604772202109,3,2,1,1,1
102,2000,2.71183823300578,2,2,1,1,1
102,2000,2.48343923535434,2,3,1,1,1
102,2000,1.65506750309629,1,4,1,1,1
102,2000,2.2667700844439,3,3,1,1,1
102,2000,1.94695427751296,2,4,1,1,1
102,2000,1.79770699945832,3,4,1,1,1
102,2000,2.0597653677141,1,3,1,1,1
102,2000,2.23132007541373,1,2,1,1,1
102,2001,2.04851368934963,1,3,1,1,1
102,2001,2.67233466549681,2,2,1,1,1
102,2001,2.44310866297192,3,2,1,1,1
102,2001,2.4433164396075,2,3,1,1,1
102,2001,2.24155137012205,3,3,1,1,1
102,2001,2.22387526563021,1,2,1,1,1
102,2001,1.75538627700139,3,4,1,1,1
102,2001,1.6236483322378,1,4,1,1,1
102,2001,1.89307178624657,2,4,1,1,1
102,2002,2.03732490154857,1,3,1,1,1
102,2002,2.63340747954031,2,2,1,1,1
102,2002,2.42038400909678,3,2,1,1,1
102,2002,2.40384285347151,2,3,1,1,1
102,2002,2.21661425863527,3,3,1,1,1
102,2002,2.21645661976045,1,2,1,1,1
102,2002,1.7140645061135,3,4,1,1,1
102,2002,1.59282943044165,1,4,1,1,1
102,2002,1.84068245745948,2,4,1,1,1
102,2003,2.0261986450259,1,3,1,1,1
102,2003,2.59504825196671,2,2,1,1,1
102,2003,2.39787174678888,3,2,1,1,1
102,2003,2.36500795668766,2,3,1,1,1
102,2003,2.1919555939813,3,3,1,1,1
102,2003,2.20906404114236,1,2,1,1,1
102,2003,1.67371804324848,3,4,1,1,1
102,2003,1.56259925245502,1,4,1,1,1
102,2003,1.78974485972855,2,4,1,1,1
102,2004,2.01513456259734,1,3,1,1,1
102,2004,2.55724868289559,2,2,1,1,1
102,2004,2.37556988144409,3,2,1,1,1
102,2004,2.32680139972704,2,3,1,1,1
102,2004,2.1675722556578,3,3,1,1,1
102,2004,2.20169743349221,1,2,1,1,1
102,2004,1.6343238060101,3,4,1,1,1
102,2004,1.53294647665838,1,4,1,1,1
102,2004,1.74021871272774,2,4,1,1,1
102,2005,2.19435670090297,1,2,1,1,1
102,2005,2.00413229916674,1,3,1,1,1
102,2005,2.28921300101569,2,3,1,1,1
102,2005,2.14346115826148,3,3,1,1,1
102,2005,1.69206485520605,2,4,1,1,1
102,2005,2.35347643728068,3,2,1,1,1
102,2005,2.52000059392825,2,2,1,1,1
102,2005,1.50386000070074,1,4,1,1,1
102,2005,1.59585925979645,3,4,1,1,1
102,2006,2.04077264271858,1,3,1,1,1
102,2006,2.56985685158803,2,2,1,1,1
102,2006,2.40132115557705,3,2,1,1,1
102,2006,2.32804322517727,2,3,1,1,1
102,2006,2.18117482487889,3,3,1,1,1
102,2006,2.24027109789321,1,2,1,1,1
102,2006,1.58504063398239,3,4,1,1,1
102,2006,1.49576327314436,1,4,1,1,1
102,2006,1.6783877873465,2,4,1,1,1
102,2007,2.07809104976765,1,3,1,1,1
102,2007,2.62070925841977,2,2,1,1,1
102,2007,2.45014771269759,3,2,1,1,1
102,2007,2.36754010087144,2,3,1,1,1
102,2007,2.21955971472295,3,3,1,1,1
102,2007,2.28715593876905,1,2,1,1,1
102,2007,1.57429554814453,3,4,1,1,1
102,2007,1.48771043655046,1,4,1,1,1
102,2007,1.66482171915071,2,4,1,1,1
102,2008,2.1161002256329,1,3,1,1,1
102,2008,2.67257790679285,2,2,1,1,1
102,2008,2.49997644289005,3,2,1,1,1
102,2008,2.40771520797701,2,3,1,1,1
102,2008,2.25862791085836,3,3,1,1,1
102,2008,2.33503194243642,1,2,1,1,1
102,2008,1.56362350113466,3,4,1,1,1
102,2008,1.47970125153095,1,4,1,1,1
102,2008,1.6513657450122,2,4,1,1,1
102,2009,2.15481311682459,1,3,1,1,1
102,2009,2.72548329800423,2,2,1,1,1
102,2009,2.55082810530381,3,2,1,1,1
102,2009,2.44858032979001,2,3,1,1,1
102,2009,2.29839171633314,3,3,1,1,1
102,2009,2.38392027463694,1,2,1,1,1
102,2009,1.55302399522862,3,4,1,1,1
102,2009,1.47173548001106,1,4,1,1,1
102,2009,1.63801896677351,2,4,1,1,1
102,2010,2.77944635067251,2,2,1,1,1
102,2010,2.49014745663551,2,3,1,1,1
102,2010,1.54249653610281,3,4,1,1,1
102,2010,1.62478049366405,2,4,1,1,1
102,2010,2.19424291568802,1,3,1,1,1
102,2010,2.60272389294565,3,2,1,1,1
102,2010,2.33886365822885,3,3,1,1,1
102,2010,1.46381288522205,1,4,1,1,1
102,2010,2.4338425576832,1,2,1,1,1
102,2011,2.24494302601862,1,3,1,1,1
102,2011,2.84073948175822,2,2,1,1,1
102,2011,2.66262726576573,3,2,1,1,1
102,2011,2.54448351279379,2,3,1,1,1
102,2011,2.39133938107893,3,3,1,1,1
102,2011,2.49241125210996,1,2,1,1,1
102,2011,1.55926833372218,3,4,1,1,1
102,2011,1.47771136799569,1,4,1,1,1
102,2011,1.6445460802165,2,4,1,1,1
102,2012,2.29682800632131,1,3,1,1,1
102,2012,2.90339950667338,2,2,1,1,1
102,2012,2.72392558392027,3,2,1,1,1
102,2012,2.60001726274217,2,3,1,1,1
102,2012,2.44500542621662,3,3,1,1,1
102,2012,2.5524061684546,1,2,1,1,1
102,2012,1.57622485696714,3,4,1,1,1
102,2012,1.49174404114496,1,4,1,1,1
102,2012,1.6645545990844,2,4,1,1,1
102,2013,2.34992586913592,1,3,1,1,1
102,2013,2.96745724174956,2,2,1,1,1
102,2013,2.78665170580762,3,2,1,1,1
102,2013,2.65677536507228,2,3,1,1,1
102,2013,2.49988908787905,3,3,1,1,1
102,2013,2.61386245113021,1,2,1,1,1
102,2013,1.59336816634077,3,4,1,1,1
102,2013,1.50591222204328,1,4,1,1,1
102,2013,1.68480906655075,2,4,1,1,1
102,2014,2.40426529707513,1,3,1,1,1
102,2014,3.03294420551902,2,2,1,1,1
102,2014,2.85083927261794,3,2,1,1,1
102,2014,2.71478507740956,2,3,1,1,1
102,2014,2.55601829292508,3,3,1,1,1
102,2014,2.67681612088028,1,2,1,1,1
102,2014,1.6107003456237,3,4,1,1,1
102,2014,1.52021724122024,1,4,1,1,1
102,2014,1.7053125367372,2,4,1,1,1
102,2015,2.45987565904358,1,3,1,1,1
102,2015,3.09989263488576,2,2,1,1,1
102,2015,2.91652272719162,3,2,1,1,1
102,2015,2.77407427000013,2,3,1,1,1
102,2015,2.61342161565596,3,3,1,1,1
102,2015,2.74130409688944,1,2,1,1,1
102,2015,1.62822350214043,3,4,1,1,1
102,2015,1.53466044249539,1,4,1,1,1
102,2015,1.72606810208387,2,4,1,1,1
102,2016,2.51678702685428,1,3,1,1,1
102,2016,3.16833550167306,2,2,1,1,1
102,2016,2.98373733333702,3,2,1,1,1
102,2016,2.83467143960883,2,3,1,1,1
102,2016,2.67212829298678,3,3,1,1,1
102,2016,2.80736421945864,1,2,1,1,1
102,2016,1.64593976702887,3,4,1,1,1
102,2016,1.54924318311342,1,4,1,1,1
102,2016,1.74707889383531,2,4,1,1,1
102,2017,3.23830652955622,2,2,1,1,1
102,2017,2.89660572373542,2,3,1,1,1
102,2017,2.87503527325944,1,2,1,1,1
102,2017,3.05251919561902,3,2,1,1,1
102,2017,1.76834808253272,2,4,1,1,1
102,2017,2.57503019225209,1,3,1,1,1
102,2017,1.66385129551294,3,4,1,1,1
102,2017,1.56396683388074,1,4,1,1,1
102,2017,2.73216823997735,3,3,1,1,1
11,1990,5.32115047710841,1,3,0,0,0
11,1990,6.45657128549213,1,2,0,0,0
11,1990,2.56465732061669,2,4,0,0,0
11,1990,3.1658038694273,1,4,0,0,0
11,1990,4.65641193239019,2,2,0,0,0
11,1990,4.10274659173685,2,3,0,0,0
11,1990,5.57938599452391,3,2,0,0,0
11,1990,4.72591314700609,3,3,0,0,0
11,1990,2.87138151246647,3,4,0,0,0
11,1991,5.28560673409126,1,3,0,0,0
11,1991,4.52017991086238,2,2,0,0,0
11,1991,5.49584537786392,3,2,0,0,0
11,1991,3.9818190835867,2,3,0,0,0
11,1991,4.64990866770675,3,3,0,0,0
11,1991,6.42007345872693,1,2,0,0,0
11,1991,2.8389116470119,3,4,0,0,0
11,1991,3.15282369887986,1,4,0,0,0
11,1991,2.51095707406245,2,4,0,0,0
11,1992,5.25030751032676,1,3,0,0,0
11,1992,4.38794343589193,2,2,0,0,0
11,1992,5.41356286450888,3,2,0,0,0
11,1992,3.86446671351671,2,3,0,0,0
11,1992,4.5751343471434,3,3,0,0,0
11,1992,6.38379006560461,1,2,0,0,0
11,1992,2.80681407245508,3,4,0,0,0
11,1992,3.1399020672399,1,4,0,0,0
11,1992,2.45838671591636,2,4,0,0,0
11,1993,5.21525103920006,1,3,0,0,0
11,1993,4.25958503536764,2,2,0,0,0
11,1993,5.33251937937458,3,2,0,0,0
11,1993,3.75058346867509,2,3,0,0,0
11,1993,4.50157013188348,3,3,0,0,0
11,1993,6.34771976007722,1,2,0,0,0
11,1993,2.77508445716903,3,4,0,0,0
11,1993,3.12703867816721,1,4,0,0,0
11,1993,2.40692236356819,2,4,0,0,0
11,1994,5.18043556810675,1,3,0,0,0
11,1994,4.13499069936671,2,2,0,0,0
11,1994,5.25269613898186,3,2,0,0,0
11,1994,3.64006648911035,2,3,0,0,0
11,1994,4.42919629815418,3,3,0,0,0
11,1994,6.31186120563932,1,2,0,0,0
11,1994,2.74371852075722,3,4,0,0,0
11,1994,3.11423323710307,1,4,0,0,0
11,1994,2.35654064140706,2,4,0,0,0
11,1995,3.53281597372434,2,3,0,0,0
11,1995,4.35799344636703,3,3,0,0,0
11,1995,6.27621307524524,1,2,0,0,0
11,1995,2.71271203343591,3,4,0,0,0
11,1995,5.14585935832096,1,3,0,0,0
11,1995,5.17407464695198,3,2,0,0,0
11,1995,3.10148545125686,1,4,0,0,0
11,1995,4.01404977786706,2,2,0,0,0
11,1995,2.307218670014,2,4,0,0,0
11,1996,5.06887973863265,1,3,0,0,0
11,1996,3.92085785105508,2,2,0,0,0
11,1996,5.07054363468172,3,2,0,0,0
11,1996,3.46323905075833,2,3,0,0,0
11,1996,4.28482665704149,3,3,0,0,0
11,1996,6.1624443452823,1,2,0,0,0
11,1996,2.70407234026775,3,4,0,0,0
11,1996,3.09756026159782,1,4,0,0,0
11,1996,2.29341126232468,2,4,0,0,0
11,1997,4.99305689306735,1,3,0,0,0
11,1997,3.8298374842932,2,2,0,0,0
11,1997,4.96909019890298,3,2,0,0,0
11,1997,3.39504006892198,2,3,0,0,0
11,1997,4.21289298111844,3,3,0,0,0
11,1997,6.05074563670199,1,2,0,0,0
11,1997,2.69546124309988,3,4,0,0,0
11,1997,3.09364166319438,1,4,0,0,0
11,1997,2.2796876325319,2,4,0,0,0
11,1998,4.91837336817525,1,3,0,0,0
11,1998,3.74093788166864,2,2,0,0,0
11,1998,4.86967253442905,3,2,0,0,0
11,1998,3.32819157961161,2,3,0,0,0
11,1998,4.14217155949086,3,3,0,0,0
11,1998,5.94107916020203,1,2,0,0,0
11,1998,2.68687864421693,3,4,0,0,0
11,1998,3.08972964443536,1,4,0,0,0
11,1998,2.26604726467766,2,4,0,0,0
11,1999,4.84481197481774,1,3,0,0,0
11,1999,3.65410944024068,2,2,0,0,0
11,1999,4.77224967947979,3,2,0,0,0
11,1999,3.26266668434034,2,3,0,0,0
11,1999,4.07264188717341,3,3,0,0,0
11,1999,5.83340781841449,1,2,0,0,0
11,1999,2.67832444624883,3,4,0,0,0
11,1999,3.0858241937329,1,4,0,0,0
11,1999,2.25248964603571,2,4,0,0,0
11,2000,2.66979855216954,3,4,0,0,0
11,2000,3.56930372190366,2,2,0,0,0
11,2000,2.23901426709083,2,4,0,0,0
11,2000,3.08192529952231,1,4,0,0,0
11,2000,5.72769519320135,1,2,0,0,0
11,2000,4.00428380726917,3,3,0,0,0
11,2000,4.77235578415116,1,3,0,0,0
11,2000,3.19843902364184,2,3,0,0,0
11,2000,4.67678149862344,3,2,0,0,0
11,2001,4.67511759825358,1,3,0,0,1
11,2001,3.47472451320638,2,2,0,0,1
11,2001,4.55853717102802,3,2,0,0,1
11,2001,3.12519398096821,2,3,0,0,1
11,2001,3.91880028714309,3,3,0,0,1
11,2001,5.58702358046212,1,2,0,0,1
11,2001,2.64762766121523,3,4,0,0,1
11,2001,3.05909897606528,1,4,0,0,1
11,2001,2.21741857030462,2,4,0,0,1
11,2002,4.57986464768751,1,3,0,0,1
11,2002,3.38265353839028,2,2,0,0,1
11,2002,4.44328545993536,3,2,0,0,1
11,2002,3.05362822347702,2,3,0,0,1
11,2002,3.83514436643847,3,3,0,0,1
11,2002,5.44981113158214,1,2,0,0,1
11,2002,2.62564195043794,3,4,0,0,1
11,2002,3.03644292403241,1,4,0,0,1
11,2002,2.19603221529723,2,4,0,0,1
11,2003,4.486556308726,1,3,0,0,1
11,2003,3.2930242253257,2,2,0,0,1
11,2003,4.33095054937476,3,2,0,0,1
11,2003,2.98370320541737,2,3,0,0,1
11,2003,3.75327691316949,3,3,0,0,1
11,2003,5.31597267337687,1,2,0,0,1
11,2003,2.60383986546093,3,4,0,0,1
11,2003,3.01395586457372,1,4,0,0,1
11,2003,2.17485316308988,2,4,0,0,1
11,2004,4.39515279112989,1,3,0,0,1
11,2004,3.20577177020768,2,2,0,0,1
11,2004,4.22145854608402,3,2,0,0,1
11,2004,2.91538126685365,2,3,0,0,1
11,2004,3.67315963454714,3,3,0,0,1
11,2004,5.18542513276253,1,2,0,0,1
11,2004,2.582219865016,3,4,0,0,1
11,2004,2.99163652851365,1,4,0,0,1
